State,Measure,Year,Value
OK,Postpartum Visit,2019,88.0
OK,Postpartum Visit,2020,88.0
OK,Postpartum Visit,2021,88.0
OK,Postpartum Visit,2022,87.45
OK,Postpartum Visit,2023,86.9
OK,Poverty,2018,15.0
OK,Poverty,2019,14.8
OK,Poverty,2020,15.05
OK,Poverty,2021,15.3
OK,Poverty,2022,15.8
OK,Poverty,2023,16.1
OK,Severe Maternal Morbidity,2018,73.0
OK,Severe Maternal Morbidity,2019,68.8
OK,Severe Maternal Morbidity,2020,77.2
OK,Severe Maternal Morbidity,2021,86.6
OK,Severe Maternal Morbidity,2022,75.8
OK,Severe Maternal Morbidity,2023,75.8
OK,Smoking During Pregnancy,2018,10.6
OK,Smoking During Pregnancy,2019,9.7
OK,Smoking During Pregnancy,2020,9.3
OK,Smoking During Pregnancy,2021,7.7
OK,Smoking During Pregnancy,2022,6.6
OK,Smoking During Pregnancy,2023,5.5
OK,Unemployment,2018,4.5
OK,Unemployment,2019,4.4
OK,Unemployment,2020,5.15
OK,Unemployment,2021,5.9
OK,Unemployment,2022,4.2
OK,Unemployment,2023,4.6
OK,Uninsured Women,2018,21.7
OK,Uninsured Women,2019,21.6
OK,Uninsured Women,2020,21.05
OK,Uninsured Women,2021,20.5
OK,Uninsured Women,2022,16.3
OK,Uninsured Women,2023,16.1
OK,Unintended Pregnancy,2018,34.0
OK,Unintended Pregnancy,2019,34.0
OK,Unintended Pregnancy,2020,34.0
OK,Unintended Pregnancy,2021,34.0
OK,Unintended Pregnancy,2022,34.0
OK,Unintended Pregnancy,2023,34.0
OK,Voter Participation (Average),2018,53.9
OK,Voter Participation (Average),2019,53.9
OK,Voter Participation (Average),2020,53.9
OK,Voter Participation (Average),2021,52.7
OK,Voter Participation (Average),2022,53.4
OK,Voter Participation (Average),2023,53.4
OK,WIC Coverage,2018,54.8
OK,WIC Coverage,2019,50.75
OK,WIC Coverage,2020,46.7
OK,WIC Coverage,2021,49.7
OK,WIC Coverage,2022,49.9
OK,WIC Coverage,2023,49.9
OK,Well-Woman Visit,2018,70.0
OK,Well-Woman Visit,2019,70.7
OK,Well-Woman Visit,2020,70.7
OK,Well-Woman Visit,2021,70.2
OK,Well-Woman Visit,2022,70.2
OK,Well-Woman Visit,2023,70.9
OK,Women's Health Providers,2018,36.1
OK,Women's Health Providers,2019,36.1
OK,Women's Health Providers,2020,36.2
OK,Women's Health Providers,2021,36.9
OK,Women's Health Providers,2022,33.1
OK,Women's Health Providers,2023,34.2
OR,Adequate Prenatal Care,2018,80.2
OR,Adequate Prenatal Care,2019,80.8
OR,Adequate Prenatal Care,2020,76.7
OR,Adequate Prenatal Care,2021,77.6
OR,Adequate Prenatal Care,2022,77.8
OR,Adequate Prenatal Care,2023,78.8
OR,Avoided Care Due to Cost,2018,12.6
OR,Avoided Care Due to Cost,2019,13.5
OR,Avoided Care Due to Cost,2020,10.95
OR,Avoided Care Due to Cost,2021,8.4
OR,Avoided Care Due to Cost,2022,9.1
OR,Avoided Care Due to Cost,2023,10.2
OR,Cervical Cancer Screening,2018,79.2
OR,Cervical Cancer Screening,2019,72.675
OR,Cervical Cancer Screening,2020,66.15
OR,Cervical Cancer Screening,2021,59.625
OR,Cervical Cancer Screening,2022,53.1
OR,Cervical Cancer Screening,2023,53.1
OR,Concentrated Disadvantage,2018,17.0
OR,Concentrated Disadvantage,2019,18.2
OR,Concentrated Disadvantage,2020,18.2
OR,Concentrated Disadvantage,2021,18.2
OR,Concentrated Disadvantage,2022,18.2
OR,Concentrated Disadvantage,2023,18.2
OR,Food Insecurity,2018,9.2
OR,Food Insecurity,2019,10.3
OR,Food Insecurity,2020,11.2
OR,Food Insecurity,2021,11.2
OR,Food Insecurity,2022,11.2
OR,Food Insecurity,2023,12.8
OR,Gender Pay Gap,2018,84.4
OR,Gender Pay Gap,2019,79.9
OR,Gender Pay Gap,2020,81.85
OR,Gender Pay Gap,2021,83.8
OR,Gender Pay Gap,2022,85.8
OR,Gender Pay Gap,2023,85.1
OR,Infant Child Care Affordability,2018,16.4
OR,Infant Child Care Affordability,2019,15.7
OR,Infant Child Care Affordability,2020,15.6
OR,Infant Child Care Affordability,2021,11.4
OR,Infant Child Care Affordability,2022,15.6
OR,Infant Child Care Affordability,2023,14.6
OR,Infant Mortality,2018,4.5
OR,Infant Mortality,2019,4.5
OR,Infant Mortality,2020,4.5
OR,Infant Mortality,2021,4.1
OR,Infant Mortality,2022,4.6
OR,Infant Mortality,2023,4.6
OR,Low Birth Weight,2018,6.7
OR,Low Birth Weight,2019,6.7
OR,Low Birth Weight,2020,6.5
OR,Low Birth Weight,2021,6.9
OR,Low Birth Weight,2022,7.1
OR,Low Birth Weight,2023,7.2
OR,Low-Risk Cesarean Delivery,2018,23.8
OR,Low-Risk Cesarean Delivery,2019,23.4
OR,Low-Risk Cesarean Delivery,2020,25.0
OR,Low-Risk Cesarean Delivery,2021,25.0
OR,Low-Risk Cesarean Delivery,2022,24.8
OR,Low-Risk Cesarean Delivery,2023,24.0
OR,Maternal Mortality,2018,16.6
OR,Maternal Mortality,2019,16.6
OR,Maternal Mortality,2020,16.6
OR,Maternal Mortality,2021,16.6
OR,Maternal Mortality,2022,16.6
OR,Maternal Mortality,2023,18.5
OR,Maternity Care Desert,2018,0.1
OR,Maternity Care Desert,2019,0.1
OR,Maternity Care Desert,2020,0.1
OR,Maternity Care Desert,2021,0.1
OR,Maternity Care Desert,2022,0.1
OR,Maternity Care Desert,2023,0.1
OR,Maternity Practices Score,2018,85.0
OR,Maternity Practices Score,2019,86.0
OR,Maternity Practices Score,2020,87.0
OR,Maternity Practices Score,2021,87.0
OR,Maternity Practices Score,2022,87.0
OR,Maternity Practices Score,2023,87.0
OR,Neonatal Mortality,2018,2.9
OR,Neonatal Mortality,2019,3.0
OR,Neonatal Mortality,2020,3.0
OR,Neonatal Mortality,2021,2.9
OR,Neonatal Mortality,2022,2.9
OR,Neonatal Mortality,2023,3.1
OR,Postpartum Depression,2018,12.7
OR,Postpartum Depression,2019,12.7
OR,Postpartum Depression,2020,15.7
OR,Postpartum Depression,2021,12.5
OR,Postpartum Depression,2022,13.25
OR,Postpartum Depression,2023,14.0
OR,Postpartum Visit,2018,93.2
OR,Postpartum Visit,2019,93.2
OR,Postpartum Visit,2020,91.9
OR,Postpartum Visit,2021,90.8
OR,Postpartum Visit,2022,90.85
OR,Postpartum Visit,2023,90.9
OR,Poverty,2018,11.9
OR,Poverty,2019,11.4
OR,Poverty,2020,11.7
OR,Poverty,2021,12.0
OR,Poverty,2022,12.0
OR,Poverty,2023,12.2
OR,Severe Maternal Morbidity,2018,67.0
OR,Severe Maternal Morbidity,2019,72.2
OR,Severe Maternal Morbidity,2020,63.9
OR,Severe Maternal Morbidity,2021,89.9
OR,Severe Maternal Morbidity,2022,79.6
OR,Severe Maternal Morbidity,2023,79.6
OR,Smoking During Pregnancy,2018,8.4
OR,Smoking During Pregnancy,2019,7.5
OR,Smoking During Pregnancy,2020,6.8
OR,Smoking During Pregnancy,2021,5.6
OR,Smoking During Pregnancy,2022,4.4
OR,Smoking During Pregnancy,2023,3.4
OR,Unemployment,2018,5.1
OR,Unemployment,2019,5.0
OR,Unemployment,2020,5.7
OR,Unemployment,2021,6.4
OR,Unemployment,2022,4.3
OR,Unemployment,2023,4.1
OR,Uninsured Women,2018,10.1
OR,Uninsured Women,2019,9.3
OR,Uninsured Women,2020,8.55
OR,Uninsured Women,2021,7.8
OR,Uninsured Women,2022,7.4
OR,Uninsured Women,2023,6.6
OR,Unintended Pregnancy,2018,23.2
OR,Unintended Pregnancy,2019,23.2
OR,Unintended Pregnancy,2020,25.0
OR,Unintended Pregnancy,2021,18.2
OR,Unintended Pregnancy,2022,17.25
OR,Unintended Pregnancy,2023,16.3
OR,Voter Participation (Average),2018,67.6
OR,Voter Participation (Average),2019,67.6
OR,Voter Participation (Average),2020,72.1
OR,Voter Participation (Average),2021,72.1
OR,Voter Participation (Average),2022,72.1
OR,Voter Participation (Average),2023,72.7
OR,WIC Coverage,2018,60.2
OR,WIC Coverage,2019,57.95
OR,WIC Coverage,2020,55.7
OR,WIC Coverage,2021,60.8
OR,WIC Coverage,2022,61.5
OR,WIC Coverage,2023,61.5
OR,Well-Woman Visit,2018,71.4
OR,Well-Woman Visit,2019,71.4
OR,Well-Woman Visit,2020,72.5
OR,Well-Woman Visit,2021,69.1
OR,Well-Woman Visit,2022,70.8
OR,Well-Woman Visit,2023,70.8
OR,Women's Health Providers,2018,67.1
OR,Women's Health Providers,2019,67.1
OR,Women's Health Providers,2020,70.2
OR,Women's Health Providers,2021,71.5
OR,Women's Health Providers,2022,68.9
OR,Women's Health Providers,2023,70.8
PA,Adequate Prenatal Care,2018,76.0
PA,Adequate Prenatal Care,2019,76.9
PA,Adequate Prenatal Care,2020,74.3
PA,Adequate Prenatal Care,2021,75.0
PA,Adequate Prenatal Care,2022,74.8
PA,Adequate Prenatal Care,2023,74.5
PA,Avoided Care Due to Cost,2018,9.4
PA,Avoided Care Due to Cost,2019,10.0
PA,Avoided Care Due to Cost,2020,8.35
PA,Avoided Care Due to Cost,2021,6.7
PA,Avoided Care Due to Cost,2022,8.6
PA,Avoided Care Due to Cost,2023,8.6
PA,Cervical Cancer Screening,2018,77.9
PA,Cervical Cancer Screening,2019,72.10000000000001
PA,Cervical Cancer Screening,2020,66.30000000000001
PA,Cervical Cancer Screening,2021,60.5
PA,Cervical Cancer Screening,2022,54.7
PA,Cervical Cancer Screening,2023,54.7
PA,Concentrated Disadvantage,2018,23.1
PA,Concentrated Disadvantage,2019,23.1
PA,Concentrated Disadvantage,2020,23.1
PA,Concentrated Disadvantage,2021,23.1
PA,Concentrated Disadvantage,2022,23.1
PA,Concentrated Disadvantage,2023,22.8
PA,Food Insecurity,2018,9.9
PA,Food Insecurity,2019,9.9
PA,Food Insecurity,2020,10.1
PA,Food Insecurity,2021,10.1
PA,Food Insecurity,2022,10.1
PA,Food Insecurity,2023,10.8
PA,Gender Pay Gap,2018,81.1
PA,Gender Pay Gap,2019,79.4
PA,Gender Pay Gap,2020,80.15
PA,Gender Pay Gap,2021,80.9
PA,Gender Pay Gap,2022,82.0
PA,Gender Pay Gap,2023,80.6
PA,Infant Child Care Affordability,2018,12.3
PA,Infant Child Care Affordability,2019,11.9
PA,Infant Child Care Affordability,2020,12.1
PA,Infant Child Care Affordability,2021,11.6
PA,Infant Child Care Affordability,2022,11.3
PA,Infant Child Care Affordability,2023,10.5
PA,Infant Mortality,2018,5.9
PA,Infant Mortality,2019,5.8
PA,Infant Mortality,2020,5.8
PA,Infant Mortality,2021,5.5
PA,Infant Mortality,2022,5.6
PA,Infant Mortality,2023,5.6
PA,Low Birth Weight,2018,8.3
PA,Low Birth Weight,2019,8.4
PA,Low Birth Weight,2020,8.3
PA,Low Birth Weight,2021,8.3
PA,Low Birth Weight,2022,8.5
PA,Low Birth Weight,2023,8.4
PA,Low-Risk Cesarean Delivery,2018,25.1
PA,Low-Risk Cesarean Delivery,2019,25.2
PA,Low-Risk Cesarean Delivery,2020,25.4
PA,Low-Risk Cesarean Delivery,2021,25.3
PA,Low-Risk Cesarean Delivery,2022,25.6
PA,Low-Risk Cesarean Delivery,2023,25.5
PA,Maternal Mortality,2018,17.5
PA,Maternal Mortality,2019,17.7
PA,Maternal Mortality,2020,17.7
PA,Maternal Mortality,2021,17.7
PA,Maternal Mortality,2022,17.7
PA,Maternal Mortality,2023,17.7
PA,Maternity Care Desert,2018,0.4
PA,Maternity Care Desert,2019,0.4
PA,Maternity Care Desert,2020,0.4
PA,Maternity Care Desert,2021,0.4
PA,Maternity Care Desert,2022,0.4
PA,Maternity Care Desert,2023,0.4
PA,Maternity Practices Score,2018,78.0
PA,Maternity Practices Score,2019,79.0
PA,Maternity Practices Score,2020,80.0
PA,Maternity Practices Score,2021,81.0
PA,Maternity Practices Score,2022,82.0
PA,Maternity Practices Score,2023,82.0
PA,Neonatal Mortality,2018,4.2
PA,Neonatal Mortality,2019,4.0
PA,Neonatal Mortality,2020,4.0
PA,Neonatal Mortality,2021,3.8
PA,Neonatal Mortality,2022,3.8
PA,Neonatal Mortality,2023,3.8
PA,Postpartum Depression,2018,14.7
PA,Postpartum Depression,2019,11.6
PA,Postpartum Depression,2020,12.9
PA,Postpartum Depression,2021,11.6
PA,Postpartum Depression,2022,12.4
PA,Postpartum Depression,2023,10.7
PA,Postpartum Visit,2018,87.6
PA,Postpartum Visit,2019,89.4
PA,Postpartum Visit,2020,87.2
PA,Postpartum Visit,2021,90.7
PA,Postpartum Visit,2022,89.4
PA,Postpartum Visit,2023,91.2
PA,Poverty,2018,12.1
PA,Poverty,2019,11.9
PA,Poverty,2020,12.05
PA,Poverty,2021,12.2
PA,Poverty,2022,12.5
PA,Poverty,2023,12.5
PA,Severe Maternal Morbidity,2018,77.0
PA,Severe Maternal Morbidity,2019,87.8
PA,Severe Maternal Morbidity,2020,89.5
PA,Severe Maternal Morbidity,2021,108.3
PA,Severe Maternal Morbidity,2022,104.5
PA,Severe Maternal Morbidity,2023,104.5
PA,Smoking During Pregnancy,2018,10.4
PA,Smoking During Pregnancy,2019,9.5
PA,Smoking During Pregnancy,2020,8.7
PA,Smoking During Pregnancy,2021,7.3
PA,Smoking During Pregnancy,2022,6.0
PA,Smoking During Pregnancy,2023,5.1
PA,Unemployment,2018,5.0
PA,Unemployment,2019,4.5
PA,Unemployment,2020,5.45
PA,Unemployment,2021,6.4
PA,Unemployment,2022,4.3
PA,Unemployment,2023,4.2
PA,Uninsured Women,2018,7.6
PA,Uninsured Women,2019,7.6
PA,Uninsured Women,2020,7.199999999999999
PA,Uninsured Women,2021,6.8
PA,Uninsured Women,2022,6.8
PA,Uninsured Women,2023,7.2
PA,Unintended Pregnancy,2018,30.5
PA,Unintended Pregnancy,2019,31.6
PA,Unintended Pregnancy,2020,25.9
PA,Unintended Pregnancy,2021,26.0
PA,Unintended Pregnancy,2022,22.4
PA,Unintended Pregnancy,2023,20.1
PA,Voter Participation (Average),2018,62.4
PA,Voter Participation (Average),2019,62.4
PA,Voter Participation (Average),2020,62.4
PA,Voter Participation (Average),2021,65.1
PA,Voter Participation (Average),2022,64.9
PA,Voter Participation (Average),2023,64.9
PA,WIC Coverage,2018,52.6
PA,WIC Coverage,2019,46.8
PA,WIC Coverage,2020,41.0
PA,WIC Coverage,2021,39.6
PA,WIC Coverage,2022,39.9
PA,WIC Coverage,2023,39.9
PA,Well-Woman Visit,2018,76.4
PA,Well-Woman Visit,2019,76.4
PA,Well-Woman Visit,2020,74.8
PA,Well-Woman Visit,2021,75.1
PA,Well-Woman Visit,2022,78.8
PA,Well-Woman Visit,2023,78.8
PA,Women's Health Providers,2018,52.3
PA,Women's Health Providers,2019,52.3
PA,Women's Health Providers,2020,53.9
PA,Women's Health Providers,2021,55.0
PA,Women's Health Providers,2022,49.9
PA,Women's Health Providers,2023,50.1
RI,Adequate Prenatal Care,2018,77.9
RI,Adequate Prenatal Care,2019,91.0
RI,Adequate Prenatal Care,2020,88.6
RI,Adequate Prenatal Care,2021,87.3
RI,Adequate Prenatal Care,2022,86.5
RI,Adequate Prenatal Care,2023,83.9
RI,Avoided Care Due to Cost,2018,10.5
RI,Avoided Care Due to Cost,2019,8.6
RI,Avoided Care Due to Cost,2020,7.75
RI,Avoided Care Due to Cost,2021,6.9
RI,Avoided Care Due to Cost,2022,7.8
RI,Avoided Care Due to Cost,2023,8.3
RI,Cervical Cancer Screening,2018,83.0
RI,Cervical Cancer Screening,2019,74.925
RI,Cervical Cancer Screening,2020,66.85
RI,Cervical Cancer Screening,2021,58.775000000000006
RI,Cervical Cancer Screening,2022,50.7
RI,Cervical Cancer Screening,2023,50.7
RI,Concentrated Disadvantage,2018,26.0
RI,Concentrated Disadvantage,2019,26.0
RI,Concentrated Disadvantage,2020,26.0
RI,Concentrated Disadvantage,2021,26.0
RI,Concentrated Disadvantage,2022,26.0
RI,Concentrated Disadvantage,2023,27.8
RI,Food Insecurity,2018,8.2
RI,Food Insecurity,2019,8.4
RI,Food Insecurity,2020,8.6
RI,Food Insecurity,2021,8.6
RI,Food Insecurity,2022,8.6
RI,Food Insecurity,2023,9.7
RI,Gender Pay Gap,2018,82.5
RI,Gender Pay Gap,2019,85.2
RI,Gender Pay Gap,2020,85.55000000000001
RI,Gender Pay Gap,2021,85.9
RI,Gender Pay Gap,2022,83.1
RI,Gender Pay Gap,2023,89.3
RI,Infant Child Care Affordability,2018,13.3
RI,Infant Child Care Affordability,2019,10.7
RI,Infant Child Care Affordability,2020,10.6
RI,Infant Child Care Affordability,2021,12.6
RI,Infant Child Care Affordability,2022,12.4
RI,Infant Child Care Affordability,2023,12.9
RI,Infant Mortality,2018,5.4
RI,Infant Mortality,2019,4.9
RI,Infant Mortality,2020,4.9
RI,Infant Mortality,2021,4.1
RI,Infant Mortality,2022,4.3
RI,Infant Mortality,2023,4.3
RI,Low Birth Weight,2018,7.6
RI,Low Birth Weight,2019,7.8
RI,Low Birth Weight,2020,7.7
RI,Low Birth Weight,2021,7.9
RI,Low Birth Weight,2022,7.9
RI,Low Birth Weight,2023,7.7
RI,Low-Risk Cesarean Delivery,2018,27.8
RI,Low-Risk Cesarean Delivery,2019,27.7
RI,Low-Risk Cesarean Delivery,2020,29.3
RI,Low-Risk Cesarean Delivery,2021,29.1
RI,Low-Risk Cesarean Delivery,2022,30.5
RI,Low-Risk Cesarean Delivery,2023,28.0
RI,Maternal Mortality,2018,19.7
RI,Maternal Mortality,2019,19.7
RI,Maternal Mortality,2020,19.7
RI,Maternal Mortality,2021,19.7
RI,Maternal Mortality,2022,19.7
RI,Maternal Mortality,2023,19.7
RI,Maternity Care Desert,2018,0.0
RI,Maternity Care Desert,2019,0.0
RI,Maternity Care Desert,2020,0.0
RI,Maternity Care Desert,2021,0.0
RI,Maternity Care Desert,2022,0.0
RI,Maternity Care Desert,2023,0.0
RI,Maternity Practices Score,2018,96.0
RI,Maternity Practices Score,2019,96.0
RI,Maternity Practices Score,2020,96.0
RI,Maternity Practices Score,2021,96.0
RI,Maternity Practices Score,2022,96.0
RI,Maternity Practices Score,2023,96.0
RI,Neonatal Mortality,2018,4.1
RI,Neonatal Mortality,2019,3.5
RI,Neonatal Mortality,2020,3.5
RI,Neonatal Mortality,2021,3.2
RI,Neonatal Mortality,2022,3.2
RI,Neonatal Mortality,2023,2.8
RI,Postpartum Depression,2018,12.3
RI,Postpartum Depression,2019,11.5
RI,Postpartum Depression,2020,10.333333333333334
RI,Postpartum Depression,2021,9.166666666666666
RI,Postpartum Depression,2022,8.0
RI,Postpartum Depression,2023,11.8
RI,Postpartum Visit,2018,95.5
RI,Postpartum Visit,2019,94.2
RI,Postpartum Visit,2020,94.93333333333334
RI,Postpartum Visit,2021,95.66666666666667
RI,Postpartum Visit,2022,96.4
RI,Postpartum Visit,2023,97.1
RI,Poverty,2018,13.6
RI,Poverty,2019,11.9
RI,Poverty,2020,12.0
RI,Poverty,2021,12.1
RI,Poverty,2022,12.1
RI,Poverty,2023,12.2
RI,Severe Maternal Morbidity,2018,85.3
RI,Severe Maternal Morbidity,2019,111.3
RI,Severe Maternal Morbidity,2020,86.6
RI,Severe Maternal Morbidity,2021,114.8
RI,Severe Maternal Morbidity,2022,107.8
RI,Severe Maternal Morbidity,2023,107.8
RI,Smoking During Pregnancy,2018,5.5
RI,Smoking During Pregnancy,2019,4.8
RI,Smoking During Pregnancy,2020,4.2
RI,Smoking During Pregnancy,2021,3.4
RI,Smoking During Pregnancy,2022,2.5
RI,Smoking During Pregnancy,2023,1.6
RI,Unemployment,2018,5.7
RI,Unemployment,2019,4.2
RI,Unemployment,2020,5.95
RI,Unemployment,2021,7.7
RI,Unemployment,2022,4.5
RI,Unemployment,2023,4.8
RI,Uninsured Women,2018,5.7
RI,Uninsured Women,2019,6.1
RI,Uninsured Women,2020,5.949999999999999
RI,Uninsured Women,2021,5.8
RI,Uninsured Women,2022,4.4
RI,Uninsured Women,2023,5.1
RI,Unintended Pregnancy,2018,25.4
RI,Unintended Pregnancy,2019,28.7
RI,Unintended Pregnancy,2020,27.7
RI,Unintended Pregnancy,2021,26.7
RI,Unintended Pregnancy,2022,25.7
RI,Unintended Pregnancy,2023,19.6
RI,Voter Participation (Average),2018,59.0
RI,Voter Participation (Average),2019,59.0
RI,Voter Participation (Average),2020,60.4
RI,Voter Participation (Average),2021,60.4
RI,Voter Participation (Average),2022,60.4
RI,Voter Participation (Average),2023,62.2
RI,WIC Coverage,2018,58.4
RI,WIC Coverage,2019,56.7
RI,WIC Coverage,2020,55.0
RI,WIC Coverage,2021,52.9
RI,WIC Coverage,2022,54.7
RI,WIC Coverage,2023,54.7
RI,Well-Woman Visit,2018,81.1
RI,Well-Woman Visit,2019,81.1
RI,Well-Woman Visit,2020,79.5
RI,Well-Woman Visit,2021,79.5
RI,Well-Woman Visit,2022,78.9
RI,Well-Woman Visit,2023,78.6
RI,Women's Health Providers,2018,63.9
RI,Women's Health Providers,2019,63.9
RI,Women's Health Providers,2020,69.9
RI,Women's Health Providers,2021,72.2
RI,Women's Health Providers,2022,60.4
RI,Women's Health Providers,2023,62.3
SC,Adequate Prenatal Care,2018,77.2
SC,Adequate Prenatal Care,2019,78.8
SC,Adequate Prenatal Care,2020,78.4
SC,Adequate Prenatal Care,2021,76.7
SC,Adequate Prenatal Care,2022,77.5
SC,Adequate Prenatal Care,2023,79.5
SC,Avoided Care Due to Cost,2018,15.8
SC,Avoided Care Due to Cost,2019,14.9
SC,Avoided Care Due to Cost,2020,13.3
SC,Avoided Care Due to Cost,2021,11.7
SC,Avoided Care Due to Cost,2022,12.8
SC,Avoided Care Due to Cost,2023,12.8
SC,Cervical Cancer Screening,2018,82.5
SC,Cervical Cancer Screening,2019,74.5
SC,Cervical Cancer Screening,2020,66.5
SC,Cervical Cancer Screening,2021,58.5
SC,Cervical Cancer Screening,2022,50.5
SC,Cervical Cancer Screening,2023,50.5
SC,Concentrated Disadvantage,2018,28.5
SC,Concentrated Disadvantage,2019,28.5
SC,Concentrated Disadvantage,2020,28.5
SC,Concentrated Disadvantage,2021,28.5
SC,Concentrated Disadvantage,2022,28.5
SC,Concentrated Disadvantage,2023,27.0
SC,Food Insecurity,2018,11.2
SC,Food Insecurity,2019,12.6
SC,Food Insecurity,2020,12.6
SC,Food Insecurity,2021,12.6
SC,Food Insecurity,2022,14.4
SC,Food Insecurity,2023,14.4
SC,Gender Pay Gap,2018,79.6
SC,Gender Pay Gap,2019,76.5
SC,Gender Pay Gap,2020,77.15
SC,Gender Pay Gap,2021,77.8
SC,Gender Pay Gap,2022,78.3
SC,Gender Pay Gap,2023,80.5
SC,Infant Child Care Affordability,2018,8.7
SC,Infant Child Care Affordability,2019,11.2
SC,Infant Child Care Affordability,2020,11.1
SC,Infant Child Care Affordability,2021,12.6
SC,Infant Child Care Affordability,2022,11.5
SC,Infant Child Care Affordability,2023,9.2
SC,Infant Mortality,2018,7.0
SC,Infant Mortality,2019,7.0
SC,Infant Mortality,2020,7.0
SC,Infant Mortality,2021,7.0
SC,Infant Mortality,2022,7.0
SC,Infant Mortality,2023,6.9
SC,Low Birth Weight,2018,9.6
SC,Low Birth Weight,2019,9.8
SC,Low Birth Weight,2020,9.8
SC,Low Birth Weight,2021,10.0
SC,Low Birth Weight,2022,10.0
SC,Low Birth Weight,2023,10.0
SC,Low-Risk Cesarean Delivery,2018,26.9
SC,Low-Risk Cesarean Delivery,2019,26.9
SC,Low-Risk Cesarean Delivery,2020,27.4
SC,Low-Risk Cesarean Delivery,2021,27.0
SC,Low-Risk Cesarean Delivery,2022,24.8
SC,Low-Risk Cesarean Delivery,2023,25.2
SC,Maternal Mortality,2018,32.3
SC,Maternal Mortality,2019,32.3
SC,Maternal Mortality,2020,32.3
SC,Maternal Mortality,2021,32.3
SC,Maternal Mortality,2022,32.3
SC,Maternal Mortality,2023,31.5
SC,Maternity Care Desert,2018,2.5
SC,Maternity Care Desert,2019,2.5
SC,Maternity Care Desert,2020,2.5
SC,Maternity Care Desert,2021,2.5
SC,Maternity Care Desert,2022,2.5
SC,Maternity Care Desert,2023,2.5
SC,Maternity Practices Score,2018,77.0
SC,Maternity Practices Score,2019,79.5
SC,Maternity Practices Score,2020,82.0
SC,Maternity Practices Score,2021,81.0
SC,Maternity Practices Score,2022,80.0
SC,Maternity Practices Score,2023,80.0
SC,Neonatal Mortality,2018,4.7
SC,Neonatal Mortality,2019,4.5
SC,Neonatal Mortality,2020,4.6
SC,Neonatal Mortality,2021,4.6
SC,Neonatal Mortality,2022,4.6
SC,Neonatal Mortality,2023,4.4
SC,Postpartum Depression,2018,10.5
SC,Postpartum Depression,2019,10.5
SC,Postpartum Depression,2020,10.5
SC,Postpartum Depression,2021,10.5
SC,Postpartum Depression,2022,10.5
SC,Postpartum Depression,2023,10.5
SC,Postpartum Visit,2018,88.6
SC,Postpartum Visit,2019,88.6
SC,Postpartum Visit,2020,88.6
SC,Postpartum Visit,2021,88.6
SC,Postpartum Visit,2022,88.6
SC,Postpartum Visit,2023,88.6
SC,Poverty,2018,14.9
SC,Poverty,2019,14.0
SC,Poverty,2020,14.2
SC,Poverty,2021,14.4
SC,Poverty,2022,14.1
SC,Poverty,2023,14.3
SC,Severe Maternal Morbidity,2018,79.6
SC,Severe Maternal Morbidity,2019,72.5
SC,Severe Maternal Morbidity,2020,75.3
SC,Severe Maternal Morbidity,2021,99.3
SC,Severe Maternal Morbidity,2022,87.1
SC,Severe Maternal Morbidity,2023,87.1
SC,Smoking During Pregnancy,2018,8.2
SC,Smoking During Pregnancy,2019,7.4
SC,Smoking During Pregnancy,2020,6.5
SC,Smoking During Pregnancy,2021,5.3
SC,Smoking During Pregnancy,2022,4.3
SC,Smoking During Pregnancy,2023,3.2
SC,Unemployment,2018,5.4
SC,Unemployment,2019,4.7
SC,Unemployment,2020,5.15
SC,Unemployment,2021,5.6
SC,Unemployment,2022,4.4
SC,Unemployment,2023,4.3
SC,Uninsured Women,2018,14.6
SC,Uninsured Women,2019,15.8
SC,Uninsured Women,2020,15.0
SC,Uninsured Women,2021,14.2
SC,Uninsured Women,2022,12.8
SC,Uninsured Women,2023,12.9
SC,Unintended Pregnancy,2018,9999.0
SC,Unintended Pregnancy,2019,9999.0
SC,Unintended Pregnancy,2020,9999.0
SC,Unintended Pregnancy,2021,9999.0
SC,Unintended Pregnancy,2022,9999.0
SC,Unintended Pregnancy,2023,9999.0
SC,Voter Participation (Average),2018,56.1
SC,Voter Participation (Average),2019,56.1
SC,Voter Participation (Average),2020,54.2
SC,Voter Participation (Average),2021,54.2
SC,Voter Participation (Average),2022,54.2
SC,Voter Participation (Average),2023,53.8
SC,WIC Coverage,2018,42.8
SC,WIC Coverage,2019,38.9
SC,WIC Coverage,2020,35.0
SC,WIC Coverage,2021,40.2
SC,WIC Coverage,2022,41.7
SC,WIC Coverage,2023,41.7
SC,Well-Woman Visit,2018,74.2
SC,Well-Woman Visit,2019,73.6
SC,Well-Woman Visit,2020,72.5
SC,Well-Woman Visit,2021,72.5
SC,Well-Woman Visit,2022,71.3
SC,Well-Woman Visit,2023,71.2
SC,Women's Health Providers,2018,41.1
SC,Women's Health Providers,2019,41.1
SC,Women's Health Providers,2020,42.5
SC,Women's Health Providers,2021,43.4
SC,Women's Health Providers,2022,40.6
SC,Women's Health Providers,2023,40.7
SD,Adequate Prenatal Care,2018,75.9
SD,Adequate Prenatal Care,2019,76.0
SD,Adequate Prenatal Care,2020,73.8
SD,Adequate Prenatal Care,2021,75.5
SD,Adequate Prenatal Care,2022,76.7
SD,Adequate Prenatal Care,2023,76.5
SD,Avoided Care Due to Cost,2018,10.5
SD,Avoided Care Due to Cost,2019,9.8
